school_name	school_section	cca_grouping_desc	cca_generic_name	cca_customized_name
NORTHBROOKS SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
NORTHBROOKS SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	SINGAPORE RED CROSS SOCIETY	RED CROSS YOUTH
NORTHBROOKS SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
NORTHBROOKS SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	Guzheng Ensemble
NORTHBROOKS SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	Modern Dance
NORTHBROOKS SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	Drama Club
SENG KANG SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	na
NORTHBROOKS SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	AERO-MODELLING	Northbrooks Youth Flying Club
BUKIT BATOK SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	"MEDIA (PHOTOGRAPHY, VIDEOGRAPHY & ROBOTICS) CLUB"
CLEMENTI TOWN SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	MULTIMEDIA SERVICES
NORTHBROOKS SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	INFOCOM CLUB	INFOCOMM CLUB (PHOTOGRAPHY & VIDEOGRAPHY)
ST. HILDA'S SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	ST. HILDA'S WIND ORCHESTRA
NORTHBROOKS SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FLOORBALL	na
NORTHBROOKS SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BADMINTON	na
NORTHBROOKS SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
NORTHBROOKS SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	OUTDOOR ACTIVITIES CLUB	na
DUNMAN HIGH SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	MASS COMMUNICATION CLUB (SENIOR HIGH)
NORTHLAND PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	CHESS CLUB	na
NORTHLAND PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	MEDIA RESOURCE CLUB	INFOCOMM CLUB @NORTHLAND
NORTHLAND PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	LIBRARY	na
NORTHLAND PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
NORTHLAND PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	NETBALL	na
NORTHLAND PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	na
NORTHLAND PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TRACK & FIELD	ATHLETICS
NORTHLAND PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	WUSHU	na
NORTHLAND PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	SILAT	na
NORTHLAND PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	na
NORTHLAND PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BROWNIES	na
NORTHLAND PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
NORTHLAND PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	STRING ENSEMBLE
NORTHLAND PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - HANDBELL/HANDCHIME	HANDBELL ENSEMBLE
NORTHLAND PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	CHINESE DANCE
NORTHLAND PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	na
NORTHLAND SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	MULTI CULTURAL ARTISTE CLUB
NORTHLAND SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	GREEN CLUB	ART CLUB
DUNMAN SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	MEDIA CLUB
NORTHLAND SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - PIPE	na
NORTHLAND SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FLOORBALL	na
NORTHLAND SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	GIRL GUIDES	na
NORTHLAND SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
NORTHLAND SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	na
NORTHLAND SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	GUZHENG
ST. MARGARET'S SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	na
NORTHLAND SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - INDIAN	na
NORTHLAND SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	na
NORTHLAND SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	INFOCOM CLUB	"INFOCOMM CLUB (AVA, PHOTOGRAPHY & VIDEOGRAPHY)"
NORTHLAND SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
NORTHLAND SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	HOCKEY	na
NORTHLAND SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	NETBALL	na
NORTHLAND SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	WUSHU	na
ORCHID PARK SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	BASKETBALL (BOYS & GIRLS)
ORCHID PARK SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	HOCKEY	HOCKEY (BOYS)
ORCHID PARK SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	NETBALL	NETBALL (GIRLS)
ORCHID PARK SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FOOTBALL	FOOTBALL (BOYS)
ORCHID PARK SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
ORCHID PARK SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	GIRLS' BRIGADE	na
ORCHID PARK SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
ORCHID PARK SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (SEA)	na
ORCHID PARK SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NATIONAL CIVIL DEFENCE CADET CORPS	na
ORCHID PARK SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	Joaquim Chorale
ORCHID PARK SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUITAR	GUITAR ENSEMBLE
TANJONG KATONG GIRLS' SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	na
ORCHID PARK SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	DANCE CLUB
ORCHID PARK SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	DRAMA CLUB
EDGEFIELD SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	NEW MEDIA CLUB
FUCHUN SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	INFOCOMM CLUB
ORCHID PARK SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	WUSHU	WUSHU (MIXED)
ORCHID PARK SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FLOORBALL	FLOORBALL (BOYS & GIRLS)
OUTRAM SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
OUTRAM SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	NETBALL	na
OUTRAM SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	ROCKWALL CLIMBING	na
OUTRAM SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	SWIMMING	na
OUTRAM SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	WATER POLO	na
OUTRAM SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
OUTRAM SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	na
OUTRAM SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	na
TEMASEK JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	na
GEYLANG METHODIST SCHOOL (SECONDARY)	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	na
OUTRAM SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	COMPUTER CLUB	ROBOTICS CLUB
HOUGANG SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	na
OUTRAM SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	ENTREPRENEUR CLUB	na
OUTRAM SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	SPORTS CLUB	SPORTS AND RECREATION CLUB
OUTRAM SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	INFOCOM CLUB	OUTRAM INK
PALM VIEW PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
PALM VIEW PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	NETBALL	na
PALM VIEW PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	na
PALM VIEW PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TABLE TENNIS	na
PALM VIEW PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
PALM VIEW PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	na
PALM VIEW PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	na
PALM VIEW PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	na
PALM VIEW PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
PALM VIEW PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	SCIENCE CLUB	na
PARK VIEW PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	HOCKEY	HOCKEY
PARK VIEW PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	NETBALL	NETBALL
PARK VIEW PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	FOOTBALL
PARK VIEW PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	WUSHU	WUSHU
PARK VIEW PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	VOLLEYBALL	VOLLEYBALL
PARK VIEW PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	SCOUTS
PARK VIEW PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	CHOIR
PARK VIEW PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	GUZHENG
PARK VIEW PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - INTERNATIONAL	CREATIVE DANCE
PARK VIEW PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART AND CRAFT CLUB
PASIR RIS CREST SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FENCING	na
PASIR RIS CREST SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	NETBALL	na
PASIR RIS CREST SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	SOFTBALL	na
PASIR RIS CREST SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	TABLE TENNIS	na
PASIR RIS CREST SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	VOLLEYBALL	na
PASIR RIS CREST SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
PASIR RIS CREST SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	GIRL GUIDES	na
PASIR RIS CREST SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
PASIR RIS CREST SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	ST. JOHN BRIGADE	na
PASIR RIS CREST SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	na
PASIR RIS CREST SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	CHINESE INSTRUMENTAL ORCHESTRA
PASIR RIS CREST SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
PASIR RIS CREST SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	na
PASIR RIS CREST SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	na
PASIR RIS CREST SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	na
TEMASEK SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	na
JUNYUAN SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	MEDIA RESOURCE CLUB
PASIR RIS PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	NETBALL	na
PASIR RIS PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	na
PASIR RIS PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TAEKWONDO	na
PASIR RIS PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	WUSHU	na
PASIR RIS PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FLOORBALL	na
PASIR RIS PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
PASIR RIS PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	na
PASIR RIS PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	OUTDOOR ACTIVITIES CLUB	na
PASIR RIS PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	INFOCOM CLUB	Infocomm Club
PASIR RIS PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - INTERNATIONAL	DANCE ENSEMBLE
PASIR RIS SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	MALAY DANCE
PASIR RIS SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BADMINTON	BADMINTON (BOYS)
PASIR RIS SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
PASIR RIS SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	NETBALL	NETBALL (GIRLS)
PASIR RIS SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FOOTBALL	FOOTBALL (BOYS)
PASIR RIS SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	TABLE TENNIS	na
PASIR RIS SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	VOLLEYBALL	na
PASIR RIS SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
PASIR RIS SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	na
PASIR RIS SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NATIONAL CIVIL DEFENCE CADET CORPS	na
PASIR RIS SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	CHINESE ORCHESTRA
PASIR RIS SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
KENT RIDGE SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	MEDIA CLUB
UNITY SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	na
MAYFLOWER SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	LITERARY & ORATORICAL CLUB
PASIR RIS SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	"MUSIC, DRAMA & DANCE CLUB"	DRAMA CLUB
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	BADMINTON	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	TRACK & FIELD	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	TABLE TENNIS	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	ROPE SKIPPING	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	MODULAR SPORTS	SPORTS CLUB
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)	PRIMARY	UNIFORMED GROUPS	GIRLS' BRIGADE	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - ANGKLUNG/KULINTANG	ANGKLUNG ENSEMBLE
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	STRING ENSEMBLE
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - HANDBELL/HANDCHIME	HANDBELL ENSEMBLE
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - INTERNATIONAL	INTERNATIONAL DANCE
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART CLUB
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)	PRIMARY	CLUBS AND SOCIETIES	CHRISTIAN FELLOWSHIP	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	MEDIA CLUB	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)	PRIMARY	CLUBS AND SOCIETIES	SCIENCE CLUB	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	TRACK & FIELD	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	TABLE TENNIS	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	VOLLEYBALL	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	RHYTHMIC GYMNASTICS	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	UNIFORMED GROUPS	GIRLS' BRIGADE	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	UNIFORMED GROUPS	NPCC	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	UNIFORMED GROUPS	ST. JOHN BRIGADE	ST. JOHN BRIGADE
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUITAR	GUITAR ENSEMBLE
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	GUZHENG ENSEMBLE
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - HANDBELL/HANDCHIME	HANDBELL ENSEMBLE
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - LAP HARP	HARP ENSEMBLE
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	DANCE
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - CHINESE	D'ARTS (CL DRAMA)
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	EL DRAMA
WOODGROVE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	SYMPHONIC BAND
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	CLUBS AND SOCIETIES	LDDS - ENGLISH	DEBATE CLUB
PASIR RIS SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	AUDIO VISUAL LIGHTS (AVL) CLUB
SEMBAWANG SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	MEDIACOMM CLUB
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	BADMINTON	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	NETBALL	na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)	SECONDARY	PHYSICAL SPORTS	SWIMMING	na
PEI CHUN PUBLIC SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	BASKETBALL
PEI CHUN PUBLIC SCHOOL	PRIMARY	PHYSICAL SPORTS	TABLE TENNIS	TABLE TENNIS
PEI CHUN PUBLIC SCHOOL	PRIMARY	PHYSICAL SPORTS	WUSHU	WUSHU AND LION / DRAGON DANCE
PEI CHUN PUBLIC SCHOOL	PRIMARY	PHYSICAL SPORTS	VOLLEYBALL	VOLLEYBALL
PEI CHUN PUBLIC SCHOOL	PRIMARY	PHYSICAL SPORTS	MODULAR SPORTS	LET'S PLAY SPORTS
PEI CHUN PUBLIC SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	SCOUTS
PEI CHUN PUBLIC SCHOOL	PRIMARY	UNIFORMED GROUPS	BROWNIES	BROWNIES
PEI CHUN PUBLIC SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	CHINESE ORCHESTRA
PEI CHUN PUBLIC SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	CHOIR
PEI CHUN PUBLIC SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	CHINESE DANCE
PEI CHUN PUBLIC SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART AND CRAFT CLUB
PEI CHUN PUBLIC SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHINESE CALLIGRAPHY AND BRUSH PAINTING	CHINESE CALLIGRAPHY AND INK BRUSH PAINTING
PEI CHUN PUBLIC SCHOOL	PRIMARY	CLUBS AND SOCIETIES	WEIQI CLUB	WEIQI
PEI CHUN PUBLIC SCHOOL	PRIMARY	CLUBS AND SOCIETIES	SCIENCE CLUB	SCIENCE AND GARDENING CLUB
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	RHYTHMIC GYMNASTICS	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TCHOUKBALL	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	GIRLS' BRIGADE	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUITAR	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - INTERNATIONAL	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	WUSHU	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TRACK & FIELD	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TABLE TENNIS	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHINESE DRUMS	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	CHINESE SOCIETY	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	CHRISTIAN FELLOWSHIP	na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
PEI HWA SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	JOURNALISM BROADCAST	Pei Hwa Times
SPECTRA SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	MEDIA CLUB
ST. MARGARET'S SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MEDIA RESOURCE AND IT CLUB	Smarts Media
PEI HWA SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	LDDS - ENGLISH	DRAMA SOCIETY
PEI HWA SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	OUTDOOR ACTIVITIES CLUB	Outdoor Activities Club
